id;nombre;id_area;descripcion;salidas
77;Direccion Internacional de Negocios;21;Los estudios se centran en proporcionar formación científica en economía y análisis económico. Los estudiantes deben tener interés en el funcionamiento de la economía, comercio exterior y entidades públicas o privadas internacionales. Se requiere facilidad para interpretar datos numéricos, capacidad de análisis y síntesis aplicable a información económica.;El grado otorga habilidades profesionales demandadas, permitiendo desempeñar funciones directivas o técnicas en empresas internacionales, centros de estudio e investigación, y administraciones. Los graduados pueden trabajar en creación de empresas, docencia, función pública, consultoría, análisis económico, gestión de negocios internacionales y desarrollo económico.
78;Bachelor in International Business Management;21;Los estudios se centran en proporcionar formación científica en economía y análisis económico. Los estudiantes deben tener interés en el funcionamiento de la economía, comercio exterior e instituciones internacionales. Requiere habilidades analíticas, interpretación de datos numéricos y pensamiento creativo.;El grado otorga habilidades profesionales demandadas, permitiendo desempeñar funciones directivas o técnicas en empresas privadas, centros de estudio e investigación, y administraciones nacionales e internacionales. Los graduados pueden trabajar en creación de empresas, docencia, función pública, consultoría, análisis económico y gestión de negocios internacionales.
79;Finanzas, Banca y Seguros Un;21;La titulación ofrece formación y capacitación profesional en finanzas, bancos y seguros, adaptada a las demandas españolas y europeas. Se aprende a analizar la situación financiera de empresas e instituciones y a desarrollar estrategias para su gestión. También se aborda el aspecto ético y social de la actividad financiera.;Graduados en funciones técnicas en seguros, banca, auditoría y consultoría. Oportunidades en organismos supervisores, administraciones públicas y empresas no financieras.
80;Contabilidad y Finanzas;21;Estas enseñanzas se centran en formar a profesionales en análisis y gestión de inversiones, banca, auditoría y consultoría. Ofrece una base sólida en finanzas, contabilidad y áreas relacionadas como economía y derecho.;Grados en Finanzas y Contabilidad para formar profesionales en control presupuestario, gestión de tesorería y contabilidad financiera.
81;Economia Financiera y Actuarial;21;La titulación ofrece especialización en finanzas y seguros. Cubre áreas como derecho laboral y mercantil, estadística, contabilidad, economía y matemáticas financieras. Se busca formar graduados con sólidos conocimientos en banca, mercado financiero, gestión de riesgos y financiación empresarial.;Especialistas en seguros, directores de administración y finanzas, técnicos de contabilidad y actuariales, asesores financieros y técnicos inversores. Trabajan en entidades aseguradoras, departamentos de administración y finanzas, asesorías y consultorías.
82;Analisis de Negocios;21;Este grado combina análisis de datos masivos con negocios, administración y tecnología. Los estudiantes aprenden a identificar problemas, analizar grandes cantidades de datos y tomar decisiones informadas. Se enfoca en competencias como liderazgo, trabajo en equipo, pensamiento crítico y resolución de problemas.;Alta empleabilidad, puestos demandados en tecnología y banca.
83;Business Analytics;21;Este grado combina análisis de datos masivos con habilidades en negocios y tecnología. Se centra en establecer relaciones significativas a través del análisis estadístico y la informática. Los estudiantes adquieren competencias en organización, planificación, resolución de problemas y toma de decisiones en entornos de datos cuantitativos y cualitativos.;Alta empleabilidad, puestos demandados en tecnología y banca.
84;Analitica de Negocio;21;Este grado combina análisis estadístico, informática y administración para analizar grandes cantidades de datos en el ámbito empresarial. Los estudiantes aprenden a identificar problemas, diseñar proyectos e informes y tomar decisiones basadas en datos. Se enfoca en competencias como liderazgo, trabajo en equipo, pensamiento crítico y adaptabilidad.;Alta empleabilidad, puestos demandados en tecnología y banca.
85;Magisterio en Educacion Infantil;22;Profesionales que se encargan de la educación infantil en su etapa de mayor crecimiento psicológico y social, trabajando habilidades como expresión, comunicación y observación del entorno.;Titulados en educación infantil pueden ser jefes de estudio o directores de colegio, trabajando en centros educativos como escuelas infantiles, hospitales y ONGs.
86;Magisterio en Educacion Primaria;22;Profesionales con competencia laboral en educación secundaria, orientan el desarrollo de niños en áreas como arte, idiomas y ciencias sociales.;Grado en Educación Primaria, acceso a ser maestro en educación primaria, trabajo en centros de enseñanza y animación sociocultural.
87;Educacion Social;22;La Educación Social responde a necesidades educativas y sociales en áreas como educación de adultos, formación en la infancia y adolescencia, reinserción social y más. Ofrece formación para sectores como justicia, bienestar social, educación y animación sociocultural.;"Trabajan en justicia, bienestar social, educación y administración; realizan actividades de animación sociocultural, educación para adultos y especializada."
88;Pedagogia;22;El título de Graduado en Pedagogía forma profesionales que gestionan cambios y asesoran en educativa. Estudia la parte formativa del ser humano, métodos educativos en diferentes etapas de aprendizaje y procesos para el aprendizaje lógico.;Graduados en educación con especializaciones en enseñanza, tecnología del aprendizaje, educación especializada, orientación y formación docente. Desarrollan su actividad en centros de enseñanza, empresas educativas y editoriales.
89;Comportamiento y Ciencias Sociales;23;Este programa multidisciplinario enseña a entender y influir en el comportamiento humano. Combina psicología con otras ciencias sociales para analizar la conducta humana en diferentes ámbitos. Se dirige a personas que desean tener un impacto positivo en las organizaciones y la sociedad.;Experto en comportamiento del consumidor y análisis de mercados, con experiencia en gestión de talentos, análisis gubernamental y consejería social.
90;Administracion de Empresas;24;El grado aborda aspectos jurídicos y financieros en la gestión de empresas públicas o privadas. Forma profesionales capaces de identificar iniciativas, gestionar empresas, resolver problemas de dirección y realizar asesoría empresarial.;Trabajan como directores, técnicos y asesores en consultorías, empresas y administraciones.
91;Administracion y Direccion de Empresas;24;El sitio web ofrece contenido jurídico y económico para formar profesionales en empresas y economía. Aborda aspectos como costes, contabilidad, financiación y toma de decisiones.;Titulados pueden trabajar como directores, administradores, contables, técnicos de marketing, jefes comerciales, recursos humanos e investigación. Desarrollan su actividad en consultorías, asesorías, auditorías y empresas.
92;Direccion y Gestion de Empresas en el Ambito Digital;24;El Grado en Dirección y Gestión de Empresas en el Ámbito Digital forma profesionales capaces de desenvolverse en la economía digital. Se adquieren conocimientos para gestionar información, comprender el fenómeno digital y orientar proyectos estratégicos en organizaciones.;Grado enfocado en la em pleabilidad, con formación para responder a necesidades actuales de empresas españolas en el ámbito digital. Existen tres vectores de empleabilidad: empresas de nueva creación, transformación digital y empresas convencionales con parte del negocio en entorno digital. Los egresados pueden desempeñar funciones clave como marketing, comunicación, producto, ventas e I+D.
93;Creacion, Administracion y Direccion de Empresas;24;El objetivo es formar profesionales en planificación, organización, gestión y control para dirigir equipos y proyectos empresariales nacionales e internacionales. Los graduados estarán capacitados para liderar empresas o ampliar proyectos ya existentes.;Titulados pueden ser directivos, asesores o consultores empresariales o emprendedores.
94;Emprendimiento y Gestion de Empresas;24;El Grado en Emprendimiento y Gestión de Empresas forma profesionales para planificar, lanzar y dirigir un negocio con enfoque en creatividad e innovación. Los graduados tendrán conocimientos en producción, finanzas, equipos autogestionados y creación de proyectos. Deberán liderar y ser emprendedores en un contexto colaborativo.;Perfiles relacionados con la gestión empresarial, como directores de proyectos y operaciones, y enfoques emprendedores individuales o colectivos.
95;Gastronomia;24;El Grado en Gastronomía forma a estudiantes para funciones directivas en hotelería, restauración e industria alimentaria. Ofrece formación internacional en tres idiomas con estancia en universidades asociadas y menciones en Alta Cocina y Hoteles y Restaurantes.;Graduados en Dirección Hotelera pueden ser Directores Generales, Chefs de Hotel, Directores de Compras y Logística, Directores de Franquicias, Directores de Calidad Alimentaria, Directores Comerciales y Marketing, o Directores de Proyectos de Desarrollo Regional.
96;Gastronomia e Innovacion Culinaria;24;El Grado en Gastronomía e Innovación Cu linaria es un título oficial que combina gastronomía, empresa y agronomía. Ofrece dos menciones: Creatividad Gastronómica y Gestión Gastronómica. Los estudiantes aprenden con expertos en un ambiente innovador en Madrid Culinary Campus.;"Puestos directivos en agroalimentaria, restauración y hostelería; emprendimiento gastronómico; chef y asesor gastronómico."
97;Empresa y Tecnologia;24;Formar profesionales que entiendan la empresa y desarrollen proyectos, dominando herramientas tecnológicas analíticas e informáticas. Se enfoca en gestión, innovación, internacionalización y sistemas de información para adaptarse al nuevo ecosistema empresarial.;Capacitado para planificar, organizar y gestionar en organizaciones productivas modernas. Conocimientos fundamentales de desarrollo tecnológico y habilidades para adaptarse a cambios.
98;Bachelor of Management and Tecnology;24;Formar profesionales que entiendan la empresa y desarrollen proyectos con habilidades tecnológicas, especialmente analíticas e informáticas, enfocadas en gestión, innovación, internacionalización y sistemas de información para adaptarse al nuevo ecosistema empresarial.;Capacitado para planificar, organizar, gestionar y controlar en organizaciones productivas. Forma conocimientos fundamentales de desarrollo tecnológico y gestión empresarial.
99;Gestion Empresarial basada en el Analisis de Datos (Business Analytics);24;El Grado en Business Analytics proporciona a los estudiantes las competencias necesarias para desarrollar puestos clave en empresas, enfocándose en el análisis y interpretación de datos para la toma de decisiones. Los graduados son especialistas en gestión empresarial con capacidad analítica que pueden aplicar técnicas de estudios de datos para resolver problemas y tomar decisiones informadas.;Desarrollar conocimiento en consultoría, asesoramiento empresarial e inteligencia de negocio para dirigir departamentos y gestionar empresas.
100;Inteligencia de Negocios Business Intelligence;24;El Grado en Inteligencia de Negocios combina estudios ADE y Empresariales con Business Data & Analytics. Ofrece formación integral como analista de datos y herramientas técnicas para resolver problemas creativa e innovadoramente.;Profesionales en Data Mining, Business Intelligence, análisis de datos y consultoría.
101;Estadistica AplicadaArea de Estadistica Rama de conocimiento Ciencias Sociales y Juridicas;25;El Grado en Estadística Aplicada forma profesionales en estadística con un carácter práctico. Los titulados adquirirán habilidades para manejar información cuantitativamente y enfrentar problemas reales a través del aprendizaje de contenidos multidisciplinarios.;Ingeniería (control, minería de datos, redes), Economía y Empresa (sectores productivos, mercado de trabajo), Salud (epidemiología, bioestadística), Política y Sociedad (demografía, relaciones internacionales) y Ciencias Ambientales.
102;Estadistica y Empresa;25;El Grado en Estadística y Empresa forma profesionales que aplican métodos estadísticos para tomar decisiones en entornos empresariales complejos. Los egresados tienen una base matemática e informática y pueden ampliar conocimientos en áreas de gestión empresarial o estadística.;Los graduados en Estadística y Empresa están capacitados para trabajar en gestión empresarial, finanzas, ciencias actuariales, banca, análisis bursátil, gestión de carteras de inversiones, asesoramiento y consultoría. Pueden desempeñar tareas en industrias, empresas, estudios de mercado y opinión, marketing e instituciones públicas.
103;Ciencia de los Datos Aplicada;25;El Grado en Ciencia de los Datos Aplicada forma a científicos de datos capaces de recopilar, procesar y analizar información con eficiencia. Los estudiantes adquieren habilidades para resolver problemas, identificar patrones en datos y emitir informes técnicos. Se cubren temas como estadística, aprendizaje automático, visualización de datos y diseño de aplicaciones de análisis.;Los científicos de datos pueden trabajar en logística, banca, telecomunicaciones, salud, seguros, ejercicio profesional libre o I+D+i. También pueden acceder a programas de doctorado y ser investigador y docente.
104;Geografia y Ordenacion del Territorio;26;Los estudios de Geografía y Ordenación del Territorio ofrecen formación científica en geografía básica y análisis territorial.;Graduados en docencia, medioambiente, ordenación del territorio, cartografía, sistemas de información geográfica, resolución de conflictos geopolíticos, elaboración de informes socioeconómicos y demográficos, editoriales, bibliotecas, archivos, museos, centros de educación permanente, oficinas de turismo y medios de comunicación.
105;Gestion Urbana;26;El Grado en Gestión Urbana forma un perfil emprendedor interdisciplinar que conoce y negocia la complejidad urbana. El graduado puede colaborar con equipos de profesionales para diagnosticar, analizar y encontrar soluciones a problemas urbanos contemporáneos.;Experto en gestión urbana, ambiental y económica con experiencia en políticas urbanas, desarrollo sostenible y planificación de usos del suelo.
106;Bachelor of Urban Management;26;El Grado en Gestión Urbana forma un perfil emprendedor interdisciplinar que conoce y negocia la complejidad urbana. El graduado puede colaborar con equipos de profesionales para diagnosticar, analizar y encontrar soluciones a problemas urbanos contemporáneos.;Experto en gestión urbana, ambiental y económica con experiencia en políticas urbanas, desarrollo sostenible y planificación de usos del suelo.
107;Estudios Urbanos;26;El Grado en Gestión Urbana forma un perfil emprendedor interdisciplinar que conoce y negocia la complejidad urbana. El graduado puede colaborar con equipos de profesionales para diagnosticar, analizar y encontrar soluciones a problemas urbanos contemporáneos.;Experto en gestión urbana, ambiental y económica con experiencia en políticas urbanas, desarrollo sostenible y planificación de usos del suelo.
108;Gestion Aeronautica;27;El Grado en Gestión Aeronáutica se centra en la administración de empresas aeroportuarias y servicios relacionados, como líneas aéreas, handling y catering. El objetivo es que los estudiantes adquieran conocimientos sobre la gestión del sector del transporte aéreo comercial.;Gestores aeronáuticos en aeropuertos, compañías aéreas, navegación aérea, servicios auxiliares, consultoría y auditoría, investigación y docencia.
109;Informacion y Documentacion;28;Este grado selecciona y gestiona la información para su uso por terceros, independientemente del lugar o formato. Se enfoca en el entorno digital actual y las nuevas tecnologías como Internet.;"Actividad en bibliotecas generales, especializadas y centros de documentación; archivos públicos y privados; gestión de contenidos."
110;Lengua de Signos Espanola y Comunidad SordaArea de Lengua de Signos Rama de conocimiento Ciencias Sociales y Juridicas;29;Este grado enseña a los estudiantes sobre la comunidad sorda y sordociega, sus necesidades y cómo incluirse en ella. También se aprenden técnicas de interpretación para personas sordociegas y la lengua de signos española.;Presta servicios como intérprete de LSE, guía para personas sordociegas y asesor educativo en centros educativos.
111;Comunicacion Audiovisual;30;Los estudios de Comunicación se enfocan en la creación y producción de contenido audiovisual a través de medios como cine, televisión y radio. Se profundiza en la persuasión del mensaje y su impacto en el espectador o oyente. Prepara profesionales para los nuevos medios (internet, Web, TV) con orientación especial hacia la educación.;Graduados en comunicación audiovisual pueden trabajar en publicidad, comunicación empresarial, producción multimedia y edición de publicaciones.
112;Comunicacion y Medios Digitales;30;El Grado en Periodismo forma a universitarios para transmitir noticias, redactar artículos y expresarse adecuadamente en diversos medios. El objetivo es formar periodistas con rigor, profundidad e idoneidad para realizar la función informativa.;Trabajan como redactores, locutores, correctores, presentadores o asesores de imagen en empresas, medios de comunicación, agencias de prensa y sector editorial.
113;Publicidad;30;Las enseñanzas para obtener un Grado en Publicidad cubren la publicidad y relaciones públicas, técnicas de gestión, estructura de medios publicitarios y elaboración de mensajes.;Profesionales de la comunicación publicitaria en creatividad, estrategia y gestión. Trabajo en agencias, consultoras o organizaciones sin ánimo de lucro.
114;Publicidad y Relaciones Publicas;30;El título de Graduado en Publicidad y Relaciones Públicas se centra en la creación y diseño de comunicación publicitaria y estrategias de relaciones públicas. Los estudiantes aprenden a elaborar, gestionar y producir comunicación publicitaria y de relaciones públicas.;Títulos relacionados con marketing, publicidad y comunicación que se ocupan de la imagen de organizaciones y campañas publicitarias.
115;Publicidad Creativa;30;El título de Grado en Publicidad Creativa forma profesionales con visión generalista y versátil de la comunicación persuasiva, capaces de realizar tareas como planificación estratégica, creatividad y dirección de comunicación en empresas y organizaciones.;Capacitados para tomar decisiones, identificar propuestas creativas y asumir riesgos. Desarrollo de competencias profesionales avanzadas en comunicación persuasiva, auditorías y consultorías. Identificación de amenazas y oportunidades, asignación de recursos y planificación estratégica.
116;Publicidad y Creacion de Marca;30;El objetivo es formar profesionales adaptados a contextos digitales y competencia. La creación de marca implica definir acciones que influyen en el valor de la marca, considerando imagen corporativa, colores empresariales e identidad corporativa. Un branding acertado construye un valor distintivo y relevante, facilitando extender la marca en el mercado.;Publicidad - Dirección creativa, arte, estrategia, eventos, digitales, visual merchandising. Creación de marca - Identidad corporativa, naming, estrategia de marca. Diseño gráfico - Packaging, ilustración, diseño editorial. Audiovisual - Contenidos, guión, preproducción, postproducción.
117;Artes Digitales;31;Formar artistas digitales capacitados y polivalentes a través del desarrollo integral del proceso de diseño en entornos cambiantes, con interés en diversas formas de expresión digital.;Formación en creatividad tecnológica con énfasis en herramientas digitales y modelos de negocio.
118;Bachelor of Digital ArtsArea de Entorno Digital Rama de conocimiento Ciencias Sociales y Juridicas;31;Formar artistas digitales altamente capacitados y capaces de trabajar en entornos cambiantes. El curso aborda el proceso de diseño integral, desde la idea hasta la implementación, con un enfoque en medios como la pintura, la impresión, la fotografía y el dibujo digital.;Formación en creatividad digital con énfasis en herramientas tecnológicas y modelos de negocio.
119;Comunicacion Digital;31;El título proporciona una sólida formación en citación técnica, artística y cultural. Los estudiantes adquirirán dominio de la fotografía y perspectiva empresarial para acceder al mercado nacional e internacional.;Fotógrafo, técnico digital, especialista en tratamiento de la imagen, artista multidisciplinar, director artístico y más.
120;Diseno Digital y Multimedia;31;El grado forma a diseñadores altamente cualificados en tecnología, comunicación y arte. Los estudiantes deben ser creativos, permeables al cambio y dispuestos al aprendizaje permanente.;Creador de proyectos digitales, narrador virtual y desarrollador de juegos interactivos.
121;Diseno y Gestion de Proyectos Transmedia;31;Aprende a gestionar proyectos que utilizan la narrativa transmedia para crear mundos e historias que involucran a las personas y motivan el aprendizaje.;Profesional flexible que gestiona proyectos con diseñadores, marketing, programadores, profesores y editores. Desarrolla, financia y gestiona proyectos empresariales y de emprendimiento.
122;Gestion de la Informacion y Contenidos Digitales;31;El Grado en Gestión de la Información y Contenidos Digitales no requiere un perfil específico ni formación avanzada. Se busca estudiantes con implicación, curiosidad intelectual, capacidad de trabajo en equipo, sentido de responsabilidad y actitud crítica.;Grado en Gestión de la Información y Contenidos Digitales, prepara para trabajar en empresas digitales o organizaciones que necesitan inteligencia de negocio.
123;Gestion de la Ciberseguridad;31;La titulación forma profesionales en seguridad de la información que aborden desafíos en defensa de cumplimiento normativo y derecho tecno lógico. Se enfoca en tres áreas: seguridad, tecnología y gobernanza. Ofrece dos menciones: cumplimiento normativo y consultoría de seguridad digital.;CISO, Diseñador/Gestor de Seguridad Corporativa, Auditor de Ciberseguridad, Consultor de Seguridad y Análisis de Riesgos, Técnico de Compliance de Ciberseguridad, Experto en Seguridad de la Información.
124;Creacion y Narracion de Videojuegos;31;La titulación forma profesionales con pensamiento crítico y capacidad de expresión, combinando asignaturas humanísticas con técnicas de diseño narrativo, dirección creativa y programación. Se enfoca en el desarrollo de videojuegos y prepara a los estudiantes para trabajar en áreas como el diseño y la informática.;Diseñador de videojuegos, Desarrollador de videojuegos, Diseño en D, Produciones audiovisuales, Desarrollador de software de diseño, Analista/Programador de aplicaciones, Diseñador y desarrollador web, Administrador de red, Consultor tecnológico.
125;Trabajo SocialArea de Trabajo Social Rama de conocimiento Ciencias Sociales y Juridicas;32;El Trabajo Social se centra en mejorar las relaciones entre personas y su entorno, detectando y previniendo problemas sociales. Los graduados en Trabajo Social trabajan con individuos, familias y comunidades para informar, orientar y asesorar, coordinando recursos y servicios para promover el bienestar social.;Trabajadores sociales planifican y evalúan políticas sociales para individuos, familias y comunidades. Actúan en servicios sociales, salud, educación, justicia, empresa, vivienda y tercer sector.
126;Empresas y Actividades Turisticas;33;Se crean enseñanzas turísticas que aplican avances en información, planificación y gestión para mejorar el currículum de futuros profesionales. Se busca adaptar su perfil a las necesidades reales del sector.;Grado en Turismo. Desarrollan su actividad profesional en agencias de viajes, compañías aéreas y empresas turísticas.
127;Comunicacion Corporativa, Protocolo y Organizacion de Eventos;33;Los estudiantes de esta titulación suelen tener interés en la organización de eventos, protocolo y relaciones institucionales. Se recomienda tener facilidad para expresarse oralmente y escritamente, así como una curiosidad por investigar diversas materias y adquirir habilidades profesionales como el sentido crítico, la autonimía y la creatividad.;Título de grado en protocolo y organización de eventos. Profesionales capacitados: directores de comunicación, asesores en protocolo, técnicos en protocolo, ejecutivos de cuentas, relaciones públicas, coordinadores de empresas de catering, consultores de protocolo, planificadores de medios, directores de publicidad y gestores de intangibles.
128;Biologia 6. Estudios;34;La carrera de Biología estudia los seres vivos, desde plantas y animales hasta su entorno, estructura molecular y células. Profundiza en procesos físicos y químicos, origen y relaciones entre ellos y el medio que les rodea.;Los graduados en Biología trabajan en sanidad, medio ambiente, producción y calidad, investigación y desarrollo, formación y docencia, y servicios. Sus actividades incluyen control de plagas, análisis clínicos, evaluación de riesgos, planificación familiar, estudios demográficos, gestión ambiental, producción farmacéutica, biotecnología, conservación de flora y fauna, depuración de aguas, asesoramiento científico-técnico, análisis agroalimentario, control de calidad alimentaria, acuicultura, viveros, industria cosmética, farmacéutica y química.
129;Ciencias Experimentales;36;El título de grado en Ciencias Experimentales ofrece una formación interdisciplinar en Química, Biología, Física y Geología con un enfoque generalista. Se diferencia de los grados tradicionales en una sola disciplina por su enfoque multidisciplinario y flexibilidad para la actividad profesional.;Futuros docentes de ciencias pueden trabajar en laboratorios, museos, editoriales y medios de comunicación.
130;Nanociencia y Nanotecnologia;36;El Grado en Nanociencia y Nanotecnología ofrece una formación multi e interdisciplinar en ciencias experimentales, enfocada en el diseño y fabricación de nanomateriales. Requiere un buen nivel académico y habilidades científicas para estudiar y analizar sistemas nanométricos.;Investigación y docencia en nanofabricación, biotecnología, energía y medio ambiente.
131;Ciencia y Tecnologia;37;El grado de Ciencia y Tecnología de los Alimentos busca mejorar la calidad y diversidad de los productos alimenticios. Los graduados en este campo son especialistas en las propiedades de los alimentos, conocen sus características, beneficios y riesgos, y están preparados para analizar e intervenir en situaciones donde los alimentos en mal estado puedan causar problemas de salud.;"Investigadores alimentarios mejoran procesos de almacenamiento, transporte y consumo de alimentos; realizan estudios sobre composición y obtención de alimentos; trabajan en nutrición, dietética, sanidad pública e industrias alimentarias."
132;Ciencias Ambientales y Sostenibilidad;38;Los estudios buscan proporcionar conocimientos para comprender y proteger el medio ambiente, así como orientación en gestión ambiental y planificación territorial.;Los graduados estudian la repercusión ambiental de cambios sociales, gestionan recursos naturales y controlan contaminantes. Pueden trabajar en depuradoras, empresas de residuos o reciclado, industrias químicas y energéticas, sector agrario y construcción.
133;Recursos Hidricos;38;El Grado en Recursos Hídricos forma profesionales capaces de evaluar, proteger y conservar el agua. Los objetivos incluyen transmitir conocimientos básicos y aplicados para la gestión de recursos hídricos, así como facilitar herramientas para su uso profesional o docente.;Los futuros graduados en Recursos Hídricos pueden trabajar en empresas y administraciones públicas, centros de investigación, educativos e incluso ejercer la profesión libre. Sus actividades incluyen gestión integral del agua, diseño de infraestructuras, operación y mantenimiento, consultoría y control de calidad.
134;Ciencias Agrarias y Bioeconomia;39;El Grado en Ciencias Agrarias y Bioeconomía forma profesionales capaces de desarrollar y gestionar sistemas de producción de alimentos sostenibles con base científica, considerando la visión global de la bioeconomía.;Titulados en Ciencias Agrarias pueden trabajar en empresas de semillas y plantas, fertilizantes, alimentación animal, mejora genética animal, consultorías económicas, gestión cooperativas, centros científicos y administraciones públicas.
135;Fisica;41;El título oficial de Grado en Física proporciona formación científica en física básica y aplicada, incluyendo estudio de fenómenos físicos, leyes que los gobiernan, experimentación y análisis matemático.;Titulados en física pueden trabajar en industrias petrolera, química y aeroespacial, o en empresas de tecnología e investigación.
136;Fisica;62;El Grado en Física ofrece formación científica en aspectos básicos y aplicados, incluyendo estudio de fenómenos físicos, leyes que los gobiernan, experimentación y análisis con métodos matemáticos.;Los titulados pueden trabajar en industrias petrolera, química y aeroespacial, o en empresas de tecnología e investigación.
137;Fisica e Instrumentacion Espacial;41;El Grado en Física e Instrumentación Espacial forma graduados con conocimientos en física e ingeniería para estudiar fenómenos espaciales. El perfil profesional combina habilidades técnicas y científicas. Se pueden realizar prácticas en empresas espaciales o centros de investigación relacionados.;Investigación en Física Espacial, Astrofísica e Instrumentación Espacial. Desarrollo de cargas útiles y gestión de equipos. Industria espacial y agencias como la ESA, CNES y NASA. Formación académica superior para docencia universitaria o investigación científica.
138;Fisica e Instrumentacion Espacial;62;El Grado en Física e Instrumentación Espacial forma graduados con conocimientos en física e ingeniería para estudiar fenómenos espaciales. El perfil profesional combina conocimientos físicos y técnicos, sin competencias profesionales específicas. Ofrece acceso directo al Máster en Ciencia y Tecnología Espacial y al programa de Doctorado en Investigación Espacial y Astrobiología.;Investigación en Física Espacial, Astrofísica e instrumentación espacial. Desarrollo de cargas útiles y gestión de equipos. Industria del sector espacial y agencias como la ESA, CNES y NASA.
139;Fisica Aplicada;41;El Grado en Física Aplicada profundiza en las leyes fundamentales de la física, enfocándose en aplicaciones técnicas y habilidades profesionales. Combina teoría matemática con práctica experimental para desarrollar competencias básicas en física clásica y moderna.;Los graduados en Física Aplicada trabajan en industria, laboratorios y centros de investigación en campos como energía renovable, meteorología, materiales avanzados, óptica, biofísica e informática.
140;Fisica Aplicada;62;Este Grado en Física Aplicada profundiza en las leyes fundamentales de la física, enfocándose en aplicaciones técnicas y habilidades personales. Combina teoría matemática con práctica experimental para desarrollar competencias básicas en física clásica y moderna.;Los graduados en Física Aplicada trabajan en industria, laboratorios y educación. Se dedican a la producción de energía, meteorología, diseño de materiales, óptica, biofísica e informática.
141;Ingenieria Fisica;41;El Grado en Ingeniería Física se dirige a estudiantes que quieren participar en la creación y diseño de tecnologías futuras. Aprenderán principios básicos de física, química y biología para aplicarlos a problemas de ingeniería en áreas como nanotecnología, tecnologías cuánticas o biomateriales.;Carrera en alta tecnología, electrónica, biotecnología, telecomunicaciones, diseño de sistemas y servicios, asesoría, centros tecnológicos, investigación y docencia.
142;Ingenieria Fisica;62;El Grado en Ingeniería Física se enfoca en el diseño e implementación de tecnologías futuras. Los estudiantes aprenderán principios básicos de física, química y biología para aplicarlos a problemas de ingeniería en áreas como la nanotecnología y las tecnologías cuánticas. Se requiere dominio matemático y físico, capacidad analítica y resolución de problemas, así como actitudes de iniciativa y trabajo en equipo.;Carreras en alta tecnología, electrónica, nanotecnología, telecomunicaciones, biotecnología, diseño de sistemas y servicios, asesoría, centros tecnológicos, investigación y docencia.
143;Geologia Realizan: Estudios del interior y exterior de la tierra. Busqueda;42;La geología estudia la tierra, sus componentes y fenómenos. Se analiza su composición, estructura, origen y evolución temporal. La carrera se enfoca en el estudio de rocas, volcanes, estratigrafía y sedimentología, así como en aspectos de geodinámica y la localización de recursos naturales.;Estudio, identificación y clasificación de materiales y procesos geológicos. Investigación y control de procesos aplicados a industria, construcción, minería, agricultura y medio ambiente. Elaboración de cartografías geológicas y estudios geológicos para la producción y transformación de recursos geológicos.
144;Matematicas Aplicadas;43;La carrera de Matemáticas estudia las cantidades a través de razonamientos lógicos. Los graduados en Matemáticas tienen una preparación sólida en matemática y estadística, con conocimientos amplios en diversos campos.;Matemáticos investigan y formulan sistemas matemáticos, estudian economía y estadística demográfica, y brindan asesoría técnica informática. Pueden trabajar en informática, telecomunicaciones, ingeniería aeroespacial, centros de cálculo y planificación, y la docencia.
145;Matematicas y Ciencia de Datos;43;El título de graduado en Matemáticas y Ciencia de Datos forma egresados con conocimientos rigurosos en estadística y matemática, capacitados para resolver problemas de ciencia de datos en contextos académicos y profesionales. Los estudiantes aprenden a utilizar herramientas informáticas y estadísticas para analizar y visualizar datos, y desarrollan la capacidad innovadora y de divulgación de hallazgos científicos.;Egresados en Estudios de mercado con habilidades en encuestas, finanzas, banca y estadística oficial.
146;Bioquimica;44;Los estudios buscan equipar a los estudiantes con herramientas conceptuales y técnicas para explicar y gestionar procesos moleculares en seres vivos, aplicables a la industria en diversas áreas.;El Grado en Bioquímica forma profesionales para enseñanza secundaria y universitaria, investigación científica y sectores sanitario y productivo.
147;Quimica Tienen;44;Estos estudios proporcionan una formación básica en procesos, equipos y materiales químicos. Se relaciona con ingeniería ambiental, seguridad industrial y biotecnología. Se busca comprender la estructura y propiedades de los elementos y compuestos químicos, así como sus transformaciones y reacciones.;Graduados en Química se ocupan de métodos de producción química, diseño industrial, control de calidad, higiene y seguridad, análisis clínicos y protección del medio ambiente. Pueden trabajar en empresas químicas, farmacéuticas, sanitarias y cosméticas, así como en hospitales, Administración Pública y organismos internacionales.
148;Biologia Sanitaria;45;El graduado en Biología Sanitaria tendrá una amplia formación científica en biomedicina, incluyendo áreas como el cáncer, células madre y genoma humano. Se aplicará a la biotecnología, industria farmacéutica y análisis clínicos.;La titulación en Biología Sanitaria se enfoca en investigación bio-médica, laboratorios clínicos, industria farmacéutica y más.
149;Enfermeria;48;La enfermería es una disciplina que forma a personas en la ciencia del cuidado de la salud, incluyendo el mantenimiento y promoción de la salud, prevención de enfermedades y accidentes, asistencia y rehabilitación. Las enfermeras también se encargan de formar a otros profesionales, organizar servicios de enfermería e investigar para mejorar su disciplina.;Enfermería en hospitales, ONG, centros penitenciarios, militar y escolar. También en residencias geriátricas, polideportivos y servicios de salud laboral.
