id;nombre;id_universidad;direccion;telefonos;webs;emails
112;Facultad de Ciencias Campus Cientifico Tecnologico;12;;91 885 51 13;www.uah.es/facultadciencias;decanato.ambientales@uah.es
124;Facultad de Medicina y Ciencias de la Salud Campus CientificoTecnologico;12;;91 885 48 55;www.medicinaycienciasdelasalud.uah.es;decanato.ccafyde@uah.es
134;Facultad de Farmacia Campus CientificoTecnologico;12;;91 885 46 69;www.uah.es/medicina;decanato.farmacia@uah.es
137;Facultad de Medicina y Ciencias de la Salud Campus Cientifico Tecnologico;12;;91 885 45 74;www.uah.es/medicina;decanato.enfermyfisiot@uah.es
154;Escuela de Arquitectura Campus Historico;12;C/ Santa Úrsula, 8 28801 Alcalá de Henares (Madrid);91 883 92 56;www.arquitectura.uah.es;e.arquitectura@uah.es
155;Escuela de Arquitectura Campus Guadalajara;12;C/ Cifuentes, 28 19003 Guadalajara;949 20 96 33;www.arquitectura.uah.es;direccioneuat.guada@uah.es
168;Escuela Politecnica Superior Campus CientificoTecnologico;12;Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid);91 885 65 18;www.uah.es/escuelapolitecnica;secalum.politecnica@uah.es
180;Escuela Politecnica Superior Campus Cientifico Tecnologico;12;;91 885 65 18;www.uah.es/escuelapolitecnica;secalum.politecnica@uah.es
23;Facultad de Ciencias Sociales y Humanidades;13;Crta. de La Coruña, Km. 38,500 Vía de Servicio, 15 28400 Collado Villalba (Madrid);902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
38;Facultad CC;13;;902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
52;Facultad de Ciencias Economicas y Empresariales;13;;902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
61;Facultad de Ciencias Juridicas;13;;902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
92;Facultad Ciencias Sociales y Humanidades;13;;91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
148;Facultad Ciencias de la Salud y de la Educacion;13;;902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
166;Escuela de Ciencias Tecnicas e Ingenieria;13;;902 02 00 03 / 91 189 69 99;www.udima.es;informa@udima.es
35;Facultad de Ciencias de la Actividad Fisica y del Deporte (INEF) Campus Ciudad Universitaria;14;Avda. Martín Fierro, 7 28040 Madrid;91 067 78 98;www.inef.upm.es;informacion.academica@upm.es
114;Escuela Tecnica Superior de Ingenieria Agronomica, Alimentaria y de Biosistemas Campus Ciudad Universitaria;14;Avda. Puerta de Hierro, 2 4 28040 Madrid;91 067 07 24;www.etsiaab.upm.es;gestion.administrativa.etsiaab@upm.es | secretaria.alumnos.etsiaab@upm.es
122;Escuela Politecnica de Ensenanza Superior (EPES);14;;;;
156;Escuela Tecnica Superior de Ingenieros Navales Campus Ciudad Universitaria;14;Avda. de la Memoria, 4 28040 Madrid;91 067 61 00;www.etsin.upm.es;acceso.universidad@upm.es | informacionyservicios.navales@upm.es
158;Escuela Tecnica Superior de Ingenieros en Topografia, Geodesia y Cartografia Campus Sur;14;C/ Mercator, 2 28031 Madrid;91 067 38 24;www.topografia.upm.es;informacion.academica@upm.es
159;Escuela Tecnica Superior de Ingenieria Aeronautica y del Espacio Campus Ciudad Universitaria;14;Pza. del Cardenal Cisneros, 3 28040 Madrid;91 067 55 34;www.etsiae.upm.es;info.aeroespacial@upm.es
160;Escuela Tecnica Superior de Ingenieria de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria;14;C/ Jose Antonio Novais, 10 28040 Madrid;91 067 14 24;www.montesymedionatural.upm.es;info.alumnadom.montes@upm.es
164;Escuela Tecnica Superior de Ingenieros de;14;Caminos, Canales y Puertos Campus Ciudad Universitaria C/ Profesor Aranguren, 3 28040 Madrid;91 067 40 00 / 91 067 40 24 / 91 067 45 34;www.caminos.upm.es;acceso.universidad@upm.es
165;Escuela Tecnica Superior de Ingenieria y Diseno Industrial Campus Madrid Ciudad;14;;91 067 74 24;www.etsidi.upm.es;secretaria.estsidi@upm.es
171;Escuela Tecnica Superior de Ingenieros de Minas y Energia Campus Madrid Ciudad;14;C/ Ríos Rosas, 21 28003 Madrid;91 067 66 02;www.minasyenergia.upm.es;gia@upm.es
178;Escuela Tecnica Superior de Ingenieria de Sistemas de Telecomunicacion Campus Sur;14;C/ Nikola Tesla, s/n Ctra. de Valencia, Km. 7 28031 Madrid;91 067 32 24;www.etsist.upm.es;secrealumnos.etsist@upm.es
179;Escuela Tecnica Superior de Ingenieros de Telecomunicacion Campus de Ciudad Universitaria;14;Avda. Complutense, 30 28040 Madrid;91 067 19 00;www.etsit.upm.es;informacion.academica@upm.es | secretaria.alumnos@etsit.upm.es
181;Escuela Tecnica Superior de Ingenieros de Telecomunicacion Campus Moncloa;14;Avda. Complutense, nº 30 28040 Madrid;91 067 19 00 / 91 067 32 00;www.etsit.upm.es;informacion.academica@upm.es
185;Escuela Tecnica Superior de Ingenieria de Sistemas Informaticos Campus Sur;14;C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid;91 067 35 24;www.etsist.upm.es;negociado.alumnos.etsisi@upm.es
186;Escuela Tecnica Superior de Ingenieros Informaticos Campus de Montegancedo;14;;91 067 27 24;www.etsist.upm.es;secretaria@fi.upm.es
49;Facultad de Comunicacion y Humanidades Campus Villafranca;15;C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.edu;info@ucjc.edu
60;Facultad de Comunicacion y Humanidades;15;C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 VIllanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.es;info@ucjc.es
77;Facultad de Educacion Campus Villafranca;15;C/ Castillo de Alarcón, 49 28692 Villanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.edu;info@ucjc.edu
82;Facultad de Tecnologia y Ciencia Campus de Almagro;15;C/ Almagro, 5 28010 Madrid;91 298 01 23;www.ucjc.edu;info@ucjc.edu
83;Facultad de Tecnologia y Ciencia;15;C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.edu;info@ucjc.edu
86;Facultad de Tecnologia y Ciencia Campus Almagro;15;C/ Almagro, 5 28010 Madrid;91 298 01 23;www.ucjc.edu;info@ucjc.edu
126;Facultad de Salud;15;C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.edu;info@ucjc.edu
