id;nombre;id_universidad;direccion;telefonos;webs;emails
70;Facultad de Ciencias Económicas y Empresariales Campus de Cantoblanco;10;C/ Francisco Tomás y Valiente, 5 28049 Madrid;91 497 43 07;www.uam.es;grado.economia.economicas@uam.es
120;Facultad de Ciencias Edificio de Biología Campus de Cantoblanco;10;C/ Darwin, 2 28049 Madrid;91 497 83 49;www.uam.es;informacion.ciencias@uam.es
123;Facultad de Ciencias Edificio de Ciencias de los Alimentos Campus de Cantoblanco;10;C/ Max, 10 28049 Madrid;91 394 43 31;www.uam.es;informacion.ciencias@uam.es
127;Facultad de Ciencias Campus de Cantoblanco Edificio Biología;10;C/ Darwin, 2 28049 Madrid;91 497 83 46;www.uam.es;informacion.ciencias@uam.es
132;Facultad de Ciencias Campus Cantoblanco;10;C/ Francisco Tomás y Valiente, 7 28049 Madrid;91 497 43 31;www.uam.es;informacion.ciencias@uam.es
144;Facultad de Medicina Campus Medicina UAM;10;C/ Arzobispo Morcillo, 4 28029 Madrid;91 497 54 58 / 91 534 36 49 / 91 550 48 63;www./euenfermeriacruzroja.com | www.fjd.es/escuela_enfermeria | www.uam.es;euenfermeria.fjd@fjd.es | informacion.medicina@uam.es
159;Facultad de Ciencias Edificio de Ciencias Campus Cantoblanco;10;C/ Francisco Tomás y Valiente, 7 28049 Madrid;91 497 35 18;www.uam.es;informacion.ciencias@uam.es
165;Facultad de Psicología Campus Cantoblanco;10;C/ Iván P . Paulov, 6 28049 Madrid;91 497 40 46;www.uam.es;secretariagrado.psicologia@uam.es
184;Facultad de Ciencias Edificio de Ingeniería Química Campus de Cantoblanco;10;C/ Marx, 10 28049 Madrid;91 497 35 18;www.uam.es;informacion.ciencias@uam.es
188;Escuela Politécnica Superior Campus de Cantoblanco;10;C/ Francisco Tomás y Valiente, 11 28049 Madrid;91 497 22 23;www.uam.es;informacion.eps@uam.es
21;Facultad de Ciencias Humanas y Sociales;11;C/ Universidad Comillas, 35 28049 Madrid;91 734 39 50;www.comillas.edu;grado@comillas.edu
199;Escuela Técnica Superior de Ingeniería (ICAI);11;C/ Alberto Aguilera, 25 28015 Madrid;91 542 28 00;www.comillas.edu;grado@comillas.edu
25;Facultad de Filosofía y Letras Campus Histórico;12;C/ Colegios, 2 Colegio de Málaga 28801 Alcalá de Henares (Madrid);91 885 43 13;www.uah.es/facultadfilosofiayletras;decanato.fyl@uah.es | secalum.filosofia@uah.es
33;Facultad de Filosofía y Letras Campus Guadalajara;12;C/ Madrid, 1 19001 Guadalajara;91 885 43 13 / 91 885 50 00;www.uah.es/facultadfilosofiayletras;decanato.fyl@uah.es
64;Facultad de Derecho Campus Histórico;12;C/ Libreros, 27 28801 Alcalá de Henares (Madrid);91 885 43 13;www.uah.es/facultadderecho;ciu@uah.es | secalum.derecho@uah.es
69;Facultad de Ciencias Económicas, Empresariales y Turismo Campus Histórico;12;Pza. de la Victoria, 2 28802 Alcalá de Henares (Madrid);91 885 43 13;www.uah.es;ciu@uah.es | secalum.economicas@uah.es
76;Facultad de Ciencias Económicas, Empresariales y Turismo Campus Histórico Plaza de la Victoria 28802 Alcalá de Henares (Madrid) Tels;12;;91 885 43 13;www.uah.es;secalum.economicas@uah.es
78;Facultad de Ciencias Económicas, Empresariales y Turismo Campus Histórico Plaza de la Victoria, s/n 28802 Alcalá de Henares (Madrid) Tels;12;;91 885 43 13;www.uah.es/facultadcceeturismo;ciu@uah.es
85;Facultad de Educación Campus Guadalajara;12;C/ Madrid, 1 19001 Guadalajara;949 20 96 60;www.uah.es/facultadeducacion;escuela.magisterio@uah.es
106;Facultad de Ciencias Económicas, Empresariales y Turismo Campus Guadalajara Edificio Multidepartamental;12;C/ Cifuentes, 28 19003 Guadalajara;949 20 96 60;www.uah.es/facultadcceeturismo;secretaria.multidepar@uah.es
113;Facultad de Ciencias Campus CientíficoTecnológico;12;Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid);91 885 49 16;www.uah.es/facultadciencias;decanato.biologia@uah.es
126;Facultad de Ciencias Campus Científico Tecnológico Ctra;12;;91 885 51 13;www.uah.es/facultadciencias;decanato.ambientales@uah.es
130;Facultad de Ciencias Campus CientíficoTecnológico Ctra;12;;91 885 51 13;www.uah.es/facultadciencias;deca.criminalistica@uah.es
140;Facultad de Medicina y Ciencias de la Salud Campus CientíficoTecnológico Ctra;12;;91 885 48 55;www.medicinaycienciasdelasalud.uah.es;decanato.ccafyde@uah.es
150;Facultad de Farmacia Campus CientíficoTecnológico Ctra;12;;91 885 46 69;www.uah.es/medicina;decanato.farmacia@uah.es
153;Facultad de Medicina y Ciencias de la Salud Campus Científico Tecnológico Ctra;12;;91 885 45 74;www.uah.es/medicina;decanato.enfermyfisiot@uah.es
155;Facultad de Medicina y Ciencias de la Salud Campus CientíficoTecnológico;12;Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid);91 885 45 04;www.uah.es/medicina;ciu@uah.es | decanato.medicina@uah.es
177;Escuela de Arquitectura Campus Histórico;12;C/ Santa Úrsula, 8 28801 Alcalá de Henares (Madrid);91 883 92 56;www.arquitectura.uah.es;e.arquitectura@uah.es
178;Escuela de Arquitectura Campus Guadalajara Edificio Multidepartamental;12;C/ Cifuentes, 28 19003 Guadalajara;949 20 96 33;www.arquitectura.uah.es;direccioneuat.guada@uah.es
197;Escuela Politécnica Superior Campus CientíficoTecnológico;12;Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid);91 885 65 18;www.uah.es/escuelapolitecnica;secalum.politecnica@uah.es
207;Escuela Politécnica Superior Campus CientíficoTecnológico Ctra;12;;91 885 65 18;www.uah.es/escuelapolitecnica;secalum.politecnica@uah.es
213;Escuela Politécnica Superior Campus Científico Tecnológico Ctra;12;;91 885 65 18;www.uah.es/escuelapolitecnica;secalum.politecnica@uah.es
26;Facultad de Ciencias Sociales y Humanidades;13;Crta. de La Coruña, Km. 38,500 Vía de Servicio, 15 28400 Collado Villalba (Madrid);902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
58;Facultad de Ciencias Económicas y Empresariales Ctra;13;;902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
67;Facultad de Ciencias Jurídicas Carretera de La Coruña, Km;13;;902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
111;Facultad Ciencias Económicas y Empresariales Ctra;13;;91 189 69 99;www.udima.es;informa@udima.es
168;Facultad Ciencias de la Salud y de la Educación Ctra;13;;902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
195;Escuela de Ciencias Técnicas e Ingeniería Ctra;13;;902 02 00 03 / 91 189 69 99;www.udima.es;informa@udima.es
30;Facultad de Filología;15;Paseo de la Senda del Rey, 7 28040 Madrid;91 398 67 03;www.uned.es;negociado.alumnos.filologia@adm.uned.es
40;Facultad de Ciencias de la Actividad Física y del Deporte (INEF) Campus Ciudad Universitaria;17;Avda. Martín Fierro, 7 28040 Madrid;91 067 78 98;www.inef.upm.es;informacion.academica@upm.es
129;Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria;17;Avda. Puerta de Hierro, 2 4 28040 Madrid;91 067 07 24;www.etsiaab.upm.es;gestion.administrativa.etsiaab@upm.es | secretaria.alumnos.etsiaab@upm.es
138;Escuela Politécnica de Enseñanza Superior (EPES) Centro de impartición de la docencia;17;Avda. Puerta de Hierro, 24 28040 Madrid;;www.epes.upm.es;secretaria.epes@upm.es
175;Escuela Técnica Superior de Arquitectura Campus Ciudad Universitaria;17;Avda. Juan Herrera, 4 28040 Madrid;91 067 47 24;www.etsamadrid.upm.es;secretaria.arquitectura@upm.es
179;Escuela Técnica Superior de Ingenieros Navales Campus Ciudad Universitaria;17;Avda. de la Memoria, 4 28040 Madrid;91 067 61 00;www.etsin.upm.es;acceso.universidad@upm.es | informacionyservicios.navales@upm.es
181;Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía Campus Sur;17;C/ Mercator, 2 28031 Madrid;91 067 38 24;www.topografia.upm.es;informacion.academica@upm.es
182;Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio Campus Ciudad Universitaria;17;Pza. del Cardenal Cisneros, 3 28040 Madrid;91 067 55 34;www.etsiae.upm.es;info.aeroespacial@upm.es
183;Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria;17;C/ Jose Antonio Novais, 10 28040 Madrid;91 067 14 24;www.montesymedionatural.upm.es;info.alumnadom.montes@upm.es
186;Escuela Técnica Superior de Ingenieros Industriales Campus Madrid Ciudad;17;C/ José Gutiérrez Abascal, 2 28006 Madrid;91 067 67 24 / 91 067 74 24;www.etsidi.upm.es | www.etsii.upm.es;secretaria.etsidi@upm.es | secretaria.industrial@upm.es
189;Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Ciudad Universitaria;17;Avda. Complutense, 30 28040 Madrid;91 067 19 00;www.etsit.upm.es;secretaria.alumnos@etsit.upm.es
192;Escuela Técnica Superior de Ingenieros de;17;Caminos, Canales y Puertos Campus Ciudad Universitaria C/ Profesor Aranguren, 3 28040 Madrid;91 067 40 00 / 91 067 40 24 / 91 067 45 34;www.caminos.upm.es;acceso.universidad@upm.es
194;Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels;17;;91 067 74 24;www.etsidi.upm.es;secretaria.estsidi@upm.es
198;Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tel;17;;91 336 76 99;www.etsidi.upm.es;informacion.academica@upm.es
200;Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad;17;C/ Ríos Rosas, 21 28003 Madrid;91 067 66 02 / 91 067 67 24;www.etsii.upm.es | www.minasyenergia.upm.es;gia@upm.esEscuela | secretaria.industriales@upm.es
209;Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur;17;C/ Nikola Tesla, s/n Ctra. de Valencia, Km. 7 28031 Madrid;91 067 32 24;www.etsist.upm.es;secrealumnos.etsist@upm.es
210;Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur Ctra;17;;91 067 32 34;www.etsist.upm.es;info.etsist@upm.es | secrealumnos.etsist@upm.es
212;Escuela Técnica Superior de Ingenieros de Telecomunicación Campus de Ciudad Universitaria;17;Avda. Complutense, 30 28040 Madrid;91 067 19 00;www.etsit.upm.es;informacion.academica@upm.es | secretaria.alumnos@etsit.upm.es
214;Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Moncloa;17;Avda. Complutense, nº 30 28040 Madrid;91 067 19 00 / 91 067 32 00;www.etsit.upm.es;informacion.academica@upm.es
216;Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur;17;C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid;91 067 35 24;www.etsist.upm.es;negociado.alumnos.etsisi@upm.es
220;Escuela Técnica Superior de Ingeniería de Sistemas Informaticos Campus Sur;17;C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid;91 067 35 24;www.etsist.upm.es;negociado.alumnos.etsisi@upm.es
221;Escuela Técnica Superior de Ingenieros Informáticos Campus de Montegancedo 28660 Boadilla del Monte (Madrid) Tels;17;;91 067 27 24;www.etsist.upm.es;secretaria@fi.upm.es
41;Facultad de Ciencias Humanas y Sociales Comillas Cantoblanco;16;C/ Universidad de Comillas, 35 28049 Madrid;91 452 28 00;www.comillas.edu;grado@comillas.edu
147;Escuela Universitaria de Enfermería y Fisioterapia “San Juan de Dios”;16;Avda. de San Juan de Dios, 1 28350 Ciempozuelos (Madrid);91 893 37 69;www.comillas.edu;oia@comillas.edu
204;Escuela Técnica Superior de Ingeniería;16;C/ Alberto Aguilera, 25 28015 Madrid;91 542 28 00;www.comillas.edu;grado@comillas.edu
43;Facultad CC;18;;902 02 00 03 / 91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
54;Facultad de Comunicación y Humanidades Campus Villafranca;19;C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.edu;info@ucjc.edu
66;Facultad de Comunicación y Humanidades;19;C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 VIllanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.es;info@ucjc.es
86;Facultad de Educación Campus Villafranca;19;C/ Castillo de Alarcón, 49 28692 Villanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.edu;info@ucjc.edu
91;Facultad de Tecnología y Ciencia Campus de Almagro;19;C/ Almagro, 5 28010 Madrid;91 298 01 23;www.ucjc.edu;info@ucjc.edu
92;Facultad de Tecnología y Ciencia;19;C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.edu;info@ucjc.edu
103;Facultad de Tecnología y Ciencia Campus Almagro;19;C/ Almagro, 5 28010 Madrid;91 298 01 23;;ucjc@ucjc.edu
142;Facultad de Salud;19;C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid);91 815 31 31;www.ucjc.edu;info@ucjc.edu
55;Facultad de Derecho Campus Moncloa;21;C/ Julián Romea, 23 28003 Madrid;91 456 63 00 / 91 514 04 00;www.uspceu.com;info.usp@ceu.es
119;Facultad de Farmacia Campus de Montepríncipe;21;Urb. Montepríncipe 28925 Alcorcón (Madrid);91 372 47 00;www.uspceu.com;info.usp@ceu.es
68;Facultad de Derecho;24;C/ Alberto Aguilera, 23 28015 Madrid;91 542 28 00;www.comillas.edu;grado@comillas.edu
101;Facultad Ciencias Sociales y Humanidades Ctra;26;;91 189 69 99 / 91 856 16 99;www.udima.es;informa@udima.es
